peptide,1,2,3,4,5
SG-CHH-pyro-Q-reduced,659.27,330.14,220.43,165.57,132.66
SG-CHH-pyro-Q-reduced,660.25,330.63,220.76,165.82,132.86
SG-CHH-reduced,666.31,333.66,222.77,167.33,134.07
PO-CHH-reduced,669.38,335.19,223.8,168.1,134.68
PO-CHH-reduced,670.36,335.69,224.13,168.35,134.88
SG-CHH-reduced,676.29,338.65,226.1,169.83,136.07
SG-CHH-pyro-Q-reduced,677.28,339.14,226.43,170.08,136.26
PO-CHH-reduced,687.39,344.2,229.8,172.6,138.28
SG-CHH-reduced,694.3,347.66,232.11,174.33,139.67
SG-CHH-pyro-Q-reduced,724.48,362.75,242.17,181.88,145.7
DiSul-1,733.25,367.13,245.09,184.07,147.46
SG-CHH-pyro-Q-reduced,735.27,368.14,245.76,184.57,147.86
SG-CHH-pyro-Q-reduced,741.51,371.26,247.84,186.13,149.11
DiSul-1,750.28,375.64,250.76,188.32,150.86
SG-CHH-pyro-Q-reduced,752.29,376.65,251.44,188.83,151.26
DiSul-1,760.26,380.63,254.09,190.82,152.86
DiSul-4,760.35,380.68,254.12,190.84,152.88
DiSul-1,761.24,381.13,254.42,191.07,153.06
SG-CHH-pyro-Q-reduced,762.28,381.64,254.76,191.32,153.26
SG-CHH-pyro-Q-reduced,763.26,382.13,255.09,191.57,153.46
DiSul-9,767.3,384.16,256.44,192.58,154.27
PO-CHH-reduced,768.45,384.73,256.82,192.87,154.5
SG-CHH-reduced,769.32,385.16,257.11,193.09,154.67
PO-CHH-reduced,769.43,385.22,257.15,193.11,154.69
DiSul-9,777.29,389.15,259.77,195.08,156.26
DiSul-4,777.38,389.19,259.8,195.1,156.28
DiSul-1,778.27,389.64,260.1,195.32,156.46
SG-CHH-reduced,779.3,390.16,260.44,195.58,156.67
SG-CHH-pyro-Q-reduced,780.29,390.65,260.77,195.83,156.86
PO-CHH-reduced,786.46,393.73,262.82,197.37,158.1
DiSul-4,787.36,394.18,263.13,197.6,158.28
DiSul-4,788.35,394.68,263.45,197.84,158.48
DiSul-12,794.4,397.71,265.47,199.36,159.69
DiSul-9,795.3,398.15,265.77,199.58,159.87
SG-CHH-pyro-Q-reduced,795.52,398.26,265.85,199.64,159.91
SG-CHH-reduced,797.31,399.16,266.44,200.08,160.27
DiSul-12,804.39,402.7,268.8,201.85,161.68
DiSul-4,805.37,403.19,269.13,202.1,161.88
SG-CHH-pyro-Q-reduced,812.55,406.78,271.52,203.89,163.32
DiSul-4,817.37,409.19,273.13,205.1,164.28
DiSul-12,822.4,411.7,274.8,206.36,165.29
DiSul-4,834.4,417.7,278.8,209.36,167.69
DiSul-4,844.38,422.7,282.13,211.85,169.68
DiSul-4,845.37,423.19,282.46,212.1,169.88
DiSul-12,851.43,426.22,284.48,213.61,171.09
DiSul-1,861.34,431.18,287.79,216.09,173.08
DiSul-12,861.41,431.21,287.81,216.11,173.09
DiSul-4,862.39,431.7,288.14,216.35,173.29
SG-CHH-pyro-Q-reduced,863.36,432.18,288.46,216.6,173.48
DiSul-1,878.37,439.69,293.46,220.35,176.48
DiSul-12,879.42,440.21,293.81,220.61,176.69
SG-CHH-pyro-Q-reduced,880.39,440.7,294.13,220.85,176.88
PO-CHH-reduced,881.53,441.27,294.52,221.14,177.11
PO-CHH-reduced,882.52,441.76,294.84,221.38,177.31
DiSul-1,888.36,444.68,296.79,222.84,178.48
DiSul-1,889.34,445.17,297.12,223.09,178.67
SG-CHH-pyro-Q-reduced,890.37,445.69,297.46,223.35,178.88
SG-CHH-pyro-Q-reduced,891.36,446.18,297.79,223.59,179.08
DiSul-9,895.4,448.2,299.14,224.61,179.89
SG-CHH-reduced,897.41,449.21,299.81,225.11,180.29
PO-CHH-reduced,899.54,450.27,300.52,225.64,180.71
DiSul-9,905.38,453.2,302.47,227.1,181.88
DiSul-1,906.37,453.69,302.79,227.35,182.08
SG-CHH-reduced,907.4,454.2,303.14,227.61,182.29
SG-CHH-pyro-Q-reduced,908.38,454.69,303.47,227.85,182.48
DiSul-4,916.44,458.72,306.15,229.87,184.09
DiSul-1,918.37,459.69,306.79,230.35,184.48
SG-CHH-pyro-Q-reduced,920.38,460.69,307.47,230.85,184.88
DiSul-9,923.39,462.2,308.47,231.6,185.48
SG-CHH-reduced,925.41,463.21,309.14,232.11,185.89
DiSul-4,933.47,467.24,311.83,234.12,187.5
DiSul-1,935.39,468.2,312.47,234.6,187.88
SG-CHH-pyro-Q-reduced,937.41,469.21,313.14,235.11,188.29
DiSul-4,943.45,472.23,315.16,236.62,189.5
DiSul-4,944.44,472.72,315.48,236.86,189.69
DiSul-1,945.38,473.19,315.8,237.1,189.88
DiSul-1,946.36,473.68,316.13,237.35,190.08
SG-CHH-pyro-Q-reduced,947.39,474.2,316.47,237.6,190.28
SG-CHH-pyro-Q-reduced,948.38,474.69,316.8,237.85,190.48
DiSul-12,950.49,475.75,317.5,238.38,190.91
DiSul-9,952.42,476.71,318.14,238.86,191.29
SG-CHH-reduced,954.43,477.72,318.82,239.36,191.69
SG-CHH-pyro-Q-reduced,958.58,479.8,320.2,240.4,192.52
DiSul-12,960.48,480.74,320.83,240.88,192.9
DiSul-4,961.46,481.24,321.16,241.12,193.1
DiSul-9,962.4,481.71,321.47,241.36,193.29
DiSul-1,963.39,482.2,321.8,241.6,193.48
SG-CHH-reduced,964.42,482.71,322.14,241.86,193.69
SG-CHH-pyro-Q-reduced,965.4,483.21,322.47,242.11,193.89
SG-CHH-pyro-Q-reduced,975.61,488.31,325.88,244.66,195.93
DiSul-12,978.49,489.75,326.83,245.38,196.5
DiSul-9,980.41,490.71,327.48,245.86,196.89
SG-CHH-reduced,982.43,491.72,328.15,246.36,197.29
PO-CHH-reduced,994.62,497.81,332.21,249.41,199.73
PO-CHH-reduced,995.6,498.3,332.54,249.66,199.93
PO-CHH-reduced,1012.63,506.82,338.21,253.91,203.33
DiSul-1,1017.43,509.22,339.82,255.11,204.29
SG-CHH-pyro-Q-reduced,1019.45,510.23,340.49,255.62,204.7
DiSul-1,1034.46,517.73,345.49,259.37,207.7
SG-CHH-pyro-Q-reduced,1036.48,518.74,346.16,259.88,208.1
DiSul-1,1044.45,522.73,348.82,261.87,209.7
DiSul-1,1045.43,523.22,349.15,262.11,209.89
SG-CHH-pyro-Q-reduced,1046.46,523.73,349.49,262.37,210.1
SG-CHH-pyro-Q-reduced,1047.45,524.23,349.82,262.62,210.3
DiSul-9,1051.49,526.25,351.17,263.63,211.1
SG-CHH-reduced,1053.5,527.26,351.84,264.13,211.51
DiSul-9,1061.47,531.24,354.5,266.12,213.1
DiSul-1,1062.46,531.73,354.82,266.37,213.3
SG-CHH-reduced,1063.49,532.25,355.17,266.63,213.5
SG-CHH-pyro-Q-reduced,1064.47,532.74,355.5,266.87,213.7
DiSul-9,1079.48,540.25,360.5,270.63,216.7
DiSul-4,1079.5,540.26,360.51,270.63,216.71
SG-CHH-reduced,1081.5,541.25,361.17,271.13,217.11
SG-CHH-pyro-Q-reduced,1086.64,543.82,362.89,272.42,218.13
SG-CHH-pyro-Q-reduced,1087.63,544.32,363.21,272.66,218.33
DiSul-4,1096.53,548.77,366.18,274.89,220.11
SG-CHH-pyro-Q-reduced,1104.65,552.83,368.89,276.92,221.74
DiSul-4,1106.52,553.76,369.51,277.38,222.11
DiSul-4,1107.5,554.25,369.84,277.63,222.31
DiSul-12,1113.56,557.28,371.86,279.15,223.52
DiSul-12,1123.54,562.27,375.19,281.64,225.51
DiSul-4,1124.53,562.77,375.51,281.89,225.71
PO-CHH-reduced,1125.66,563.33,375.89,282.17,225.94
PO-CHH-reduced,1126.64,563.82,376.22,282.42,226.13
DiSul-12,1141.55,571.28,381.19,286.14,229.12
PO-CHH-reduced,1143.67,572.34,381.89,286.67,229.54
DiSul-1,1180.5,590.75,394.17,295.88,236.91
SG-CHH-pyro-Q-reduced,1182.51,591.76,394.84,296.38,237.31
DiSul-4,1194.53,597.77,398.85,299.39,239.71
DiSul-1,1197.52,599.27,399.85,300.14,240.31
SG-CHH-pyro-Q-reduced,1199.54,600.27,400.52,300.64,240.71
DiSul-1,1207.51,604.26,403.17,302.63,242.31
DiSul-1,1208.49,604.75,403.5,302.88,242.5
SG-CHH-pyro-Q-reduced,1209.52,605.27,403.85,303.14,242.71
SG-CHH-pyro-Q-reduced,1210.51,605.76,404.17,303.38,242.91
DiSul-4,1211.56,606.28,404.52,303.65,243.12
DiSul-9,1214.55,607.78,405.52,304.39,243.72
SG-CHH-pyro-Q-reduced,1215.68,608.35,405.9,304.68,243.94
SG-CHH-reduced,1216.57,608.79,406.19,304.9,244.12
SG-CHH-pyro-Q-reduced,1216.67,608.84,406.23,304.92,244.14
DiSul-4,1221.54,611.28,407.85,306.14,245.11
DiSul-4,1222.53,611.77,408.18,306.39,245.31
DiSul-9,1224.54,612.77,408.85,306.89,245.71
DiSul-1,1225.52,613.26,409.18,307.14,245.91
SG-CHH-reduced,1226.55,613.78,409.52,307.39,246.12
SG-CHH-pyro-Q-reduced,1227.54,614.27,409.85,307.64,246.31
DiSul-12,1228.58,614.8,410.2,307.9,246.52
SG-CHH-pyro-Q-reduced,1233.7,617.35,411.9,309.18,247.55
DiSul-12,1238.57,619.79,413.53,310.4,248.52
DiSul-4,1239.55,620.28,413.86,310.64,248.72
PO-CHH-reduced,1240.68,620.85,414.23,310.93,248.94
PO-CHH-reduced,1241.67,621.34,414.56,311.17,249.14
DiSul-9,1242.55,621.78,414.85,311.39,249.32
SG-CHH-reduced,1244.56,622.78,415.53,311.9,249.72
DiSul-12,1256.58,628.79,419.53,314.9,252.12
PO-CHH-reduced,1258.69,629.85,420.24,315.43,252.54
DiSul-1,1295.52,648.27,432.51,324.64,259.91
SG-CHH-pyro-Q-reduced,1297.54,649.27,433.19,325.14,260.31
DiSul-1,1312.55,656.78,438.19,328.89,263.32
SG-CHH-pyro-Q-reduced,1314.57,657.79,438.86,329.4,263.72
DiSul-1,1322.54,661.77,441.52,331.39,265.31
DiSul-1,1323.52,662.26,441.85,331.64,265.51
SG-CHH-pyro-Q-reduced,1324.55,662.78,442.19,331.89,265.72
SG-CHH-pyro-Q-reduced,1325.54,663.27,442.52,332.14,265.91
DiSul-9,1329.58,665.29,443.86,333.15,266.72
SG-CHH-reduced,1331.59,666.3,444.54,333.65,267.12
DiSul-9,1339.56,670.29,447.19,335.65,268.72
DiSul-1,1340.55,670.78,447.52,335.89,268.92
SG-CHH-reduced,1341.58,671.29,447.86,336.15,269.12
SG-CHH-pyro-Q-reduced,1342.56,671.78,448.19,336.4,269.32
DiSul-4,1350.63,675.82,450.88,338.41,270.93
DiSul-9,1357.57,679.29,453.2,340.15,272.32
SG-CHH-reduced,1359.59,680.3,453.87,340.65,272.72
SG-CHH-pyro-Q-reduced,1362.75,681.88,454.92,341.44,273.36
SG-CHH-pyro-Q-reduced,1363.74,682.37,455.25,341.69,273.55
DiSul-4,1367.66,684.33,456.56,342.67,274.34
PO-CHH-reduced,1369.73,685.37,457.25,343.19,274.75
PO-CHH-reduced,1370.71,685.86,457.58,343.43,274.95
DiSul-4,1377.64,689.33,459.89,345.17,276.33
DiSul-4,1378.63,689.82,460.21,345.41,276.53
SG-CHH-pyro-Q-reduced,1380.76,690.89,460.93,345.95,276.96
DiSul-12,1384.69,692.85,462.23,346.93,277.74
PO-CHH-reduced,1387.74,694.37,463.25,347.69,278.35
DiSul-12,1394.67,697.84,465.56,349.42,279.74
DiSul-4,1395.65,698.33,465.89,349.67,279.94
DiSul-12,1412.68,706.84,471.57,353.93,283.34
DiSul-4,1421.67,711.34,474.56,356.17,285.14
DiSul-4,1438.7,719.85,480.24,360.43,288.55
DiSul-4,1448.68,724.84,483.57,362.93,290.54
DiSul-4,1449.66,725.34,483.89,363.17,290.74
DiSul-1,1451.63,726.32,484.55,363.66,291.13
SG-CHH-pyro-Q-reduced,1453.64,727.32,485.22,364.17,291.53
DiSul-12,1455.72,728.37,485.91,364.69,291.95
DiSul-12,1465.71,733.36,489.24,367.18,293.95
DiSul-4,1466.69,733.85,489.57,367.43,294.14
PO-CHH-reduced,1466.78,733.89,489.6,367.45,294.16
PO-CHH-reduced,1467.76,734.39,489.93,367.7,294.36
DiSul-1,1468.65,734.83,490.22,367.92,294.54
SG-CHH-pyro-Q-reduced,1470.67,735.84,490.89,368.42,294.94
SG-CHH-pyro-Q-reduced,1476.8,738.9,492.94,369.95,296.17
SG-CHH-pyro-Q-reduced,1477.78,739.39,493.27,370.2,296.36
DiSul-1,1478.64,739.82,493.55,370.42,296.53
DiSul-1,1479.62,740.31,493.88,370.66,296.73
SG-CHH-pyro-Q-reduced,1480.65,740.83,494.22,370.92,296.94
SG-CHH-pyro-Q-reduced,1481.64,741.32,494.55,371.17,297.13
DiSul-12,1483.72,742.36,495.24,371.69,297.55
PO-CHH-reduced,1484.79,742.9,495.6,371.95,297.76
DiSul-9,1485.68,743.34,495.9,372.18,297.94
SG-CHH-reduced,1487.69,744.35,496.57,372.68,298.35
SG-CHH-pyro-Q-reduced,1494.81,747.91,498.94,374.46,299.77
DiSul-9,1495.66,748.34,499.23,374.67,299.94
DiSul-1,1496.65,748.83,499.55,374.92,300.14
SG-CHH-reduced,1497.68,749.34,499.9,375.18,300.34
SG-CHH-pyro-Q-reduced,1498.66,749.84,500.23,375.42,300.54
DiSul-9,1513.67,757.34,505.23,379.17,303.54
SG-CHH-reduced,1515.69,758.35,505.9,379.68,303.94
DiSul-1,1522.66,761.84,508.23,381.42,305.34
SG-CHH-pyro-Q-reduced,1524.68,762.84,508.9,381.93,305.74
DiSul-4,1534.75,767.88,512.26,384.44,307.76
DiSul-1,1539.69,770.35,513.9,385.68,308.74
SG-CHH-pyro-Q-reduced,1541.71,771.36,514.57,386.18,309.15
DiSul-1,1549.67,775.34,517.23,388.17,310.74
DiSul-1,1550.66,775.83,517.56,388.42,310.94
SG-CHH-pyro-Q-reduced,1551.69,776.35,517.9,388.68,311.14
DiSul-4,1551.78,776.39,517.93,388.7,311.16
SG-CHH-pyro-Q-reduced,1552.67,776.84,518.23,388.92,311.34
DiSul-9,1556.72,778.86,519.58,389.93,312.15
SG-CHH-reduced,1558.73,779.87,520.25,390.44,312.55
DiSul-4,1561.76,781.39,521.26,391.2,313.16
DiSul-4,1562.75,781.88,521.59,391.44,313.36
DiSul-9,1566.7,783.85,522.91,392.43,314.15
DiSul-1,1567.68,784.35,523.23,392.68,314.34
SG-CHH-reduced,1568.72,784.86,523.58,392.93,314.55
DiSul-12,1568.81,784.91,523.61,392.96,314.57
SG-CHH-pyro-Q-reduced,1569.7,785.35,523.91,393.18,314.75
DiSul-12,1578.79,789.9,526.94,395.45,316.56
DiSul-4,1579.78,790.39,527.26,395.7,316.76
DiSul-9,1584.71,792.86,528.91,396.93,317.75
SG-CHH-reduced,1586.73,793.87,529.58,397.44,318.15
SG-CHH-pyro-Q-reduced,1591.82,796.42,531.28,398.71,319.17
SG-CHH-pyro-Q-reduced,1592.81,796.91,531.61,398.96,319.37
DiSul-12,1596.8,798.9,532.94,399.96,320.17
SG-CHH-pyro-Q-reduced,1609.83,805.42,537.28,403.21,322.77
PO-CHH-reduced,1629.84,815.42,543.95,408.22,326.77
PO-CHH-reduced,1630.83,815.92,544.28,408.46,326.97
DiSul-1,1635.75,818.38,545.92,409.69,327.96
SG-CHH-pyro-Q-reduced,1637.76,819.39,546.59,410.2,328.36
PO-CHH-reduced,1647.85,824.43,549.96,412.72,330.38
DiSul-1,1652.77,826.89,551.6,413.95,331.36
SG-CHH-pyro-Q-reduced,1654.79,827.9,552.27,414.45,331.76
DiSul-1,1662.76,831.88,554.92,416.45,333.36
DiSul-1,1663.74,832.37,555.25,416.69,333.55
SG-CHH-pyro-Q-reduced,1664.77,832.89,555.6,416.95,333.76
SG-CHH-pyro-Q-reduced,1665.76,833.38,555.92,417.2,333.96
DiSul-9,1669.8,835.4,557.27,418.21,334.77
SG-CHH-reduced,1671.82,836.41,557.94,418.71,335.17
DiSul-9,1679.78,840.4,560.6,420.7,336.76
DiSul-1,1680.77,840.89,560.93,420.95,336.96
SG-CHH-reduced,1681.8,841.4,561.27,421.21,337.17
DiSul-4,1681.82,841.41,561.28,421.21,337.17
SG-CHH-pyro-Q-reduced,1682.78,841.9,561.6,421.45,337.36
DiSul-9,1697.8,849.4,566.6,425.2,340.37
DiSul-4,1698.85,849.93,566.95,425.47,340.58
SG-CHH-reduced,1699.81,850.41,567.28,425.71,340.77
DiSul-4,1708.83,854.92,570.28,427.96,342.57
DiSul-4,1709.82,855.41,570.61,428.21,342.77
DiSul-12,1715.88,858.44,572.63,429.72,343.98
SG-CHH-pyro-Q-reduced,1722.86,861.94,574.96,431.47,345.38
SG-CHH-pyro-Q-reduced,1723.85,862.43,575.29,431.72,345.58
DiSul-12,1725.86,863.43,575.96,432.22,345.98
DiSul-4,1726.84,863.93,576.29,432.47,346.17
SG-CHH-pyro-Q-reduced,1740.87,870.94,580.96,435.97,348.98
DiSul-12,1743.87,872.44,581.96,436.72,349.58
PO-CHH-reduced,1776.91,888.96,592.98,444.98,356.19
PO-CHH-reduced,1777.89,889.45,593.3,445.23,356.39
DiSul-1,1782.82,891.91,594.94,446.46,357.37
SG-CHH-pyro-Q-reduced,1784.83,892.92,595.62,446.96,357.77
PO-CHH-reduced,1794.92,897.96,598.98,449.49,359.79
DiSul-4,1795.87,898.44,599.29,449.72,359.98
DiSul-1,1799.84,900.42,600.62,450.72,360.77
SG-CHH-pyro-Q-reduced,1801.86,901.43,601.29,451.22,361.18
DiSul-1,1809.83,905.42,603.95,453.21,362.77
DiSul-1,1810.81,905.91,604.28,453.46,362.97
SG-CHH-pyro-Q-reduced,1811.84,906.42,604.62,453.72,363.17
SG-CHH-pyro-Q-reduced,1812.83,906.92,604.95,453.96,363.37
DiSul-4,1812.89,906.95,604.97,453.98,363.38
DiSul-9,1816.87,908.94,606.29,454.97,364.18
SG-CHH-reduced,1818.88,909.95,606.97,455.48,364.58
DiSul-4,1822.88,911.94,608.3,456.47,365.38
DiSul-4,1823.86,912.43,608.63,456.72,365.58
DiSul-9,1826.85,913.93,609.62,457.47,366.18
DiSul-1,1827.84,914.42,609.95,457.72,366.37
SG-CHH-reduced,1828.87,914.94,610.29,457.97,366.58
SG-CHH-pyro-Q-reduced,1829.85,915.43,610.62,458.22,366.78
DiSul-12,1829.92,915.46,610.64,458.24,366.79
SG-CHH-pyro-Q-reduced,1835.95,918.48,612.65,459.74,368
SG-CHH-pyro-Q-reduced,1836.93,918.97,612.98,459.99,368.19
DiSul-12,1839.9,920.46,613.97,460.73,368.79
DiSul-4,1840.89,920.95,614.3,460.98,368.98
DiSul-9,1844.86,922.94,615.63,461.97,369.78
SG-CHH-reduced,1846.88,923.94,616.3,462.48,370.18
SG-CHH-pyro-Q-reduced,1853.96,927.48,618.66,464.25,371.6
DiSul-12,1857.91,929.46,619.98,465.23,372.39
PO-CHH-reduced,1889.99,945.5,630.67,473.25,378.81
PO-CHH-reduced,1890.98,945.99,631,473.5,379
DiSul-1,1896.86,948.93,632.96,474.97,380.18
SG-CHH-pyro-Q-reduced,1898.87,949.94,633.63,475.47,380.58
PO-CHH-reduced,1908,954.51,636.67,477.76,382.41
DiSul-1,1913.89,957.45,638.63,479.23,383.58
SG-CHH-pyro-Q-reduced,1915.9,958.45,639.31,479.73,383.99
DiSul-1,1923.87,962.44,641.96,481.72,385.58
DiSul-1,1924.85,962.93,642.29,481.97,385.78
DiSul-4,1924.91,962.96,642.31,481.98,385.79
SG-CHH-pyro-Q-reduced,1925.89,963.45,642.63,482.23,385.98
SG-CHH-pyro-Q-reduced,1926.87,963.94,642.96,482.47,386.18
DiSul-9,1930.91,965.96,644.31,483.48,386.99
SG-CHH-reduced,1932.93,966.97,644.98,483.99,387.39
DiSul-9,1940.9,970.95,647.64,485.98,388.99
DiSul-1,1941.88,971.44,647.97,486.23,389.18
DiSul-4,1941.93,971.47,647.98,486.24,389.19
SG-CHH-reduced,1942.91,971.96,648.31,486.48,389.39
SG-CHH-pyro-Q-reduced,1943.9,972.45,648.64,486.73,389.59
SG-CHH-pyro-Q-reduced,1949.03,975.02,650.35,488.01,390.61
SG-CHH-pyro-Q-reduced,1950.02,975.51,650.68,488.26,390.81
DiSul-4,1951.92,976.46,651.31,488.74,391.19
DiSul-4,1952.9,976.96,651.64,488.98,391.39
DiSul-9,1958.91,979.96,653.64,490.48,392.59
DiSul-12,1958.96,979.98,653.66,490.5,392.6
SG-CHH-reduced,1960.92,980.97,654.31,490.99,392.99
SG-CHH-pyro-Q-reduced,1967.04,984.02,656.35,492.52,394.21
DiSul-12,1968.95,984.98,656.99,492.99,394.6
DiSul-4,1969.93,985.47,657.31,493.24,394.79
DiSul-12,1986.96,993.98,662.99,497.49,398.2
PO-CHH-reduced,2019.04,1010.02,673.68,505.52,404.61
PO-CHH-reduced,2020.02,1010.51,674.01,505.76,404.81
DiSul-1,2025.9,1013.45,675.97,507.23,405.99
SG-CHH-pyro-Q-reduced,2027.92,1014.46,676.64,507.74,406.39
PO-CHH-reduced,2037.05,1019.03,679.69,510.02,408.22
DiSul-4,2037.99,1019.5,680,510.25,408.4
DiSul-1,2042.93,1021.97,681.65,511.49,409.39
SG-CHH-pyro-Q-reduced,2044.94,1022.98,682.32,511.99,409.79
DiSul-1,2052.91,1026.96,684.98,513.98,411.39
DiSul-1,2053.9,1027.45,685.3,514.23,411.59
SG-CHH-pyro-Q-reduced,2054.93,1027.97,685.65,514.49,411.79
DiSul-4,2055.02,1028.01,685.68,514.51,411.81
SG-CHH-pyro-Q-reduced,2055.91,1028.46,685.98,514.73,411.99
DiSul-9,2059.95,1030.48,687.32,515.74,412.8
SG-CHH-reduced,2061.97,1031.49,688,516.25,413.2
SG-CHH-pyro-Q-reduced,2062.12,1031.56,688.04,516.28,413.23
SG-CHH-pyro-Q-reduced,2063.1,1032.05,688.37,516.53,413.43
DiSul-4,2065,1033.01,689.01,517.01,413.81
DiSul-4,2065.99,1033.5,689.33,517.25,414
DiSul-9,2069.94,1035.47,690.65,518.24,414.79
DiSul-1,2070.92,1035.97,690.98,518.49,414.99
SG-CHH-reduced,2071.95,1036.48,691.32,518.74,415.2
DiSul-12,2072.04,1036.53,691.35,518.77,415.22
SG-CHH-pyro-Q-reduced,2072.94,1036.97,691.65,518.99,415.39
SG-CHH-pyro-Q-reduced,2080.13,1040.57,694.05,520.79,416.83
DiSul-12,2082.03,1041.52,694.68,521.26,417.21
DiSul-4,2083.01,1042.01,695.01,521.51,417.41
DiSul-9,2087.95,1044.48,696.65,522.74,418.4
SG-CHH-reduced,2089.96,1045.49,697.33,523.25,418.8
DiSul-12,2100.04,1050.52,700.69,525.77,420.81
DiSul-1,2138.99,1070,713.67,535.5,428.6
SG-CHH-pyro-Q-reduced,2141,1071,714.34,536.01,429.01
PO-CHH-reduced,2147.1,1074.05,716.37,537.53,430.23
PO-CHH-reduced,2148.08,1074.54,716.7,537.78,430.42
DiSul-1,2156.01,1078.51,719.34,539.76,432.01
SG-CHH-pyro-Q-reduced,2158.03,1079.52,720.01,540.26,432.41
PO-CHH-reduced,2165.11,1083.06,722.37,542.03,433.83
DiSul-1,2166,1083.5,722.67,542.25,434.01
DiSul-1,2166.98,1083.99,723,542.5,434.2
DiSul-4,2167.03,1084.02,723.02,542.51,434.21
SG-CHH-pyro-Q-reduced,2168.01,1084.51,723.34,542.76,434.41
SG-CHH-pyro-Q-reduced,2169,1085,723.67,543,434.61
DiSul-9,2173.04,1087.02,725.02,544.02,435.41
SG-CHH-reduced,2175.05,1088.03,725.69,544.52,435.82
SG-CHH-pyro-Q-reduced,2177.14,1089.08,726.39,545.04,436.23
SG-CHH-pyro-Q-reduced,2178.13,1089.57,726.71,545.29,436.43
DiSul-9,2183.02,1092.02,728.35,546.51,437.41
DiSul-1,2184.01,1092.51,728.67,546.76,437.61
DiSul-4,2184.06,1092.53,728.69,546.77,437.62
SG-CHH-reduced,2185.04,1093.02,729.02,547.02,437.81
SG-CHH-pyro-Q-reduced,2186.02,1093.52,729.35,547.26,438.01
DiSul-4,2194.05,1097.53,732.02,549.27,439.62
DiSul-4,2195.03,1098.02,732.35,549.51,439.81
SG-CHH-pyro-Q-reduced,2195.15,1098.08,732.39,549.54,439.84
DiSul-9,2201.03,1101.02,734.35,551.01,441.01
DiSul-12,2201.09,1101.05,734.37,551.03,441.02
SG-CHH-reduced,2203.05,1102.03,735.02,551.52,441.42
DiSul-12,2211.07,1106.04,737.7,553.52,443.02
DiSul-4,2212.06,1106.53,738.02,553.77,443.22
DiSul-12,2229.08,1115.05,743.7,558.03,446.62
PO-CHH-reduced,2246.16,1123.59,749.39,562.3,450.04
PO-CHH-reduced,2247.15,1124.08,749.72,562.54,450.24
PO-CHH-reduced,2264.17,1132.59,755.4,566.8,453.64
DiSul-1,2268.03,1134.52,756.68,567.76,454.41
SG-CHH-pyro-Q-reduced,2270.04,1135.53,757.35,568.27,454.81
DiSul-1,2285.05,1143.03,762.36,572.02,457.82
SG-CHH-pyro-Q-reduced,2287.07,1144.04,763.03,572.52,458.22
DiSul-1,2295.04,1148.02,765.68,574.52,459.81
DiSul-1,2296.02,1148.52,766.01,574.76,460.01
SG-CHH-pyro-Q-reduced,2297.05,1149.03,766.36,575.02,460.22
SG-CHH-pyro-Q-reduced,2298.04,1149.52,766.68,575.27,460.41
DiSul-9,2302.08,1151.54,768.03,576.28,461.22
DiSul-4,2304.09,1152.55,768.7,576.78,461.62
SG-CHH-reduced,2304.1,1152.55,768.7,576.78,461.63
SG-CHH-pyro-Q-reduced,2306.18,1153.6,769.4,577.3,462.04
SG-CHH-pyro-Q-reduced,2307.17,1154.09,769.73,577.55,462.24
DiSul-9,2312.07,1156.54,771.36,578.77,463.22
DiSul-1,2313.05,1157.03,771.69,579.02,463.42
SG-CHH-reduced,2314.08,1157.54,772.03,579.28,463.62
SG-CHH-pyro-Q-reduced,2315.06,1158.04,772.36,579.52,463.82
DiSul-4,2321.12,1161.06,774.38,581.04,465.03
SG-CHH-pyro-Q-reduced,2324.2,1162.6,775.4,581.8,465.65
DiSul-9,2330.08,1165.54,777.36,583.27,466.82
DiSul-4,2331.1,1166.06,777.71,583.53,467.03
DiSul-4,2332.09,1166.55,778.03,583.78,467.22
SG-CHH-reduced,2332.09,1166.55,778.04,583.78,467.22
DiSul-12,2338.15,1169.58,780.05,585.29,468.44
DiSul-19,2347.16,1174.08,783.06,587.55,470.24
DiSul-17,2347.21,1174.11,783.08,587.56,470.25
DiSul-12,2348.13,1174.57,783.38,587.79,470.43
DiSul-19,2348.14,1174.57,783.39,587.79,470.43
DiSul-17,2348.2,1174.6,783.4,587.8,470.45
DiSul-4,2349.11,1175.06,783.71,588.03,470.63
PO-CHH-reduced,2349.17,1175.09,783.73,588.05,470.64
PO-CHH-reduced,2350.16,1175.58,784.06,588.3,470.84
DiSul-19,2365.17,1183.09,789.06,592.05,473.84
DiSul-17,2365.22,1183.11,789.08,592.06,473.85
DiSul-12,2366.14,1183.57,789.39,592.29,474.03
PO-CHH-reduced,2367.18,1184.1,789.73,592.55,474.24
DiSul-4,2403.16,1202.08,801.73,601.55,481.44
DiSul-1,2405.09,1203.05,802.37,602.03,481.82
SG-CHH-pyro-Q-reduced,2407.1,1204.06,803.04,602.53,482.23
DiSul-4,2420.19,1210.6,807.4,605.8,484.84
DiSul-1,2422.11,1211.56,808.04,606.28,485.23
SG-CHH-pyro-Q-reduced,2424.13,1212.57,808.71,606.79,485.63
DiSul-4,2430.17,1215.59,810.73,608.3,486.84
DiSul-4,2431.16,1216.08,811.06,608.55,487.04
DiSul-1,2432.1,1216.55,811.37,608.78,487.23
DiSul-1,2433.08,1217.04,811.7,609.03,487.42
